file,sha256,duplicates
"Qmoi_downloaded_apps/windows/latest/qmoi_ai.exe",0019dfc4b32d63c1392aa264aed2253c1e0c2fb09216f8e2cc269bbfb8bb49b5,"qmoi-enhanced/Qmoi_downloaded_apps/windows/latest/qmoi_ai.exe"
"public/placeholder-logo.png",d7c39d978af643ba9525de6fb8171e0f834882db4110c82ecad0df3f4f69551a,"qmoi-enhanced/public/placeholder-logo.png"
"public/placeholder-logo.svg",e2ee0d33c9eecdeeb8cefdac96af602af09d4d5c4ebf5115f3e1124a7abc923d,"qmoi-enhanced/public/placeholder-logo.svg"
"public/placeholder.jpg",14be0c7aa11cca1e78f0966176b286a6d36d00ec64be027775dfeb33d8e2dfdf,"qmoi-enhanced/public/placeholder.jpg"
"public/placeholder.svg",64badf7aabda0b9630b87020ffb6095cb858ccbcf66b355c2aa08b1063954d3b,"qmoi-enhanced/public/placeholder.svg"
